index,Region,Year,Month,Production,Diff_production
27,OtherPEN,2000,4,135.774,2.759
28,OtherPEN,2000,5,138.25,7.399
29,OtherPEN,2000,6,135.186,2.476
30,OtherPEN,2000,7,149.116,-3.064
31,OtherPEN,2000,8,162.558,13.93
32,OtherPEN,2000,9,179.606,13.442
33,OtherPEN,2000,10,184.558,17.048
34,OtherPEN,2000,11,177.717,4.952
35,OtherPEN,2000,12,139.01,-6.841
36,OtherPEN,2001,1,159.809,-38.707
37,OtherPEN,2001,2,141.494,20.799
38,OtherPEN,2001,3,140.984,-18.315
39,OtherPEN,2001,4,146.102,-0.51
40,OtherPEN,2001,5,156.032,5.118
41,OtherPEN,2001,6,150.084,9.93
42,OtherPEN,2001,7,154.612,-5.948
43,OtherPEN,2001,8,163.436,4.528
44,OtherPEN,2001,9,163.547,8.824
45,OtherPEN,2001,10,171.319,0.111
46,OtherPEN,2001,11,146.699,7.772
47,OtherPEN,2001,12,127.336,-24.62
48,OtherPEN,2002,1,133.438,-19.363
49,OtherPEN,2002,2,108.372,6.102
50,OtherPEN,2002,3,129.1,-25.066
51,OtherPEN,2002,4,122.333,20.728
52,OtherPEN,2002,5,132.216,-6.767
53,OtherPEN,2002,6,136.216,9.883
54,OtherPEN,2002,7,153.083,4.0
55,OtherPEN,2002,8,158.641,16.867
56,OtherPEN,2002,9,163.832,5.558
57,OtherPEN,2002,10,162.015,5.191
58,OtherPEN,2002,11,130.822,-1.817
59,OtherPEN,2002,12,111.615,-31.193
60,OtherPEN,2003,1,115.807,-19.207
61,OtherPEN,2003,2,115.89,4.192
62,OtherPEN,2003,3,153.636,0.083
63,OtherPEN,2003,4,165.698,37.746
64,OtherPEN,2003,5,177.698,12.062
65,OtherPEN,2003,6,178.181,12.0
66,OtherPEN,2003,7,186.884,0.483
67,OtherPEN,2003,8,181.037,8.703
68,OtherPEN,2003,9,176.897,-5.847
69,OtherPEN,2003,10,156.386,-4.14
70,OtherPEN,2003,11,123.821,-20.511
71,OtherPEN,2003,12,138.545,-32.565
72,OtherPEN,2004,1,113.485,14.724
73,OtherPEN,2004,2,120.427,-25.06
74,OtherPEN,2004,3,135.349,6.942
75,OtherPEN,2004,4,140.065,14.922
76,OtherPEN,2004,5,151.077,4.716
77,OtherPEN,2004,6,164.382,11.012
78,OtherPEN,2004,7,175.942,13.305
79,OtherPEN,2004,8,175.291,11.56
80,OtherPEN,2004,9,198.609,-0.651
81,OtherPEN,2004,10,178.093,23.318
82,OtherPEN,2004,11,155.991,-20.516
83,OtherPEN,2004,12,169.39,-22.102
84,OtherPEN,2005,1,152.739,13.399
85,OtherPEN,2005,2,145.86,-16.651
86,OtherPEN,2005,3,176.328,-6.879
87,OtherPEN,2005,4,171.223,30.468
88,OtherPEN,2005,5,186.772,-5.105
89,OtherPEN,2005,6,180.583,15.549
90,OtherPEN,2005,7,185.152,-6.189
91,OtherPEN,2005,8,182.629,4.569
92,OtherPEN,2005,9,181.612,-2.523
93,OtherPEN,2005,10,164.067,-1.017
94,OtherPEN,2005,11,132.885,-17.545
95,OtherPEN,2005,12,108.089,-31.182
96,OtherPEN,2006,1,109.833,-24.796
97,OtherPEN,2006,2,143.578,1.744
98,OtherPEN,2006,3,175.123,33.745
99,OtherPEN,2006,4,185.086,31.545
100,OtherPEN,2006,5,190.831,9.963
101,OtherPEN,2006,6,178.176,5.745
102,OtherPEN,2006,7,190.527,-12.655
103,OtherPEN,2006,8,215.786,12.351
104,OtherPEN,2006,9,221.512,25.259
105,OtherPEN,2006,10,175.517,5.726
106,OtherPEN,2006,11,200.567,-45.995
107,OtherPEN,2006,12,147.097,25.05
108,OtherPEN,2007,1,144.179,-53.47
109,OtherPEN,2007,2,131.756,-2.918
110,OtherPEN,2007,3,154.086,-12.423
111,OtherPEN,2007,4,153.203,22.33
112,OtherPEN,2007,5,159.236,-0.883
113,OtherPEN,2007,6,160.075,6.033
114,OtherPEN,2007,7,187.928,0.839
115,OtherPEN,2007,8,207.169,27.853
116,OtherPEN,2007,9,207.972,19.241
117,OtherPEN,2007,10,212.876,0.803
118,OtherPEN,2007,11,219.53,4.904
119,OtherPEN,2007,12,185.521,6.654
120,OtherPEN,2008,1,187.063,-34.009
121,OtherPEN,2008,2,179.952,1.542
122,OtherPEN,2008,3,193.5,-7.111
123,OtherPEN,2008,4,191.158,13.548
124,OtherPEN,2008,5,207.384,-2.342
125,OtherPEN,2008,6,211.338,16.226
126,OtherPEN,2008,7,224.989,3.954
127,OtherPEN,2008,8,233.983,13.651
128,OtherPEN,2008,9,225.732,8.994
129,OtherPEN,2008,10,228.504,-8.251
130,OtherPEN,2008,11,235.362,2.772
131,OtherPEN,2008,12,198.53,6.858
132,OtherPEN,2009,1,181.321,-36.832
133,OtherPEN,2009,2,177.368,-17.209
134,OtherPEN,2009,3,186.717,-3.953
135,OtherPEN,2009,4,192.201,9.349
136,OtherPEN,2009,5,201.464,5.484
137,OtherPEN,2009,6,212.861,9.263
138,OtherPEN,2009,7,229.915,11.397
139,OtherPEN,2009,8,218.075,17.054
140,OtherPEN,2009,9,220.236,-11.84
141,OtherPEN,2009,10,273.0,2.161
142,OtherPEN,2009,11,198.572,52.764
143,OtherPEN,2009,12,189.645,-74.428
144,OtherPEN,2010,1,171.456,-8.927
145,OtherPEN,2010,2,163.124,-18.189
146,OtherPEN,2010,3,193.217,-8.332
147,OtherPEN,2010,4,181.285,30.093
148,OtherPEN,2010,5,189.763,-11.932
149,OtherPEN,2010,6,207.752,8.478
150,OtherPEN,2010,7,225.403,17.989
151,OtherPEN,2010,8,220.381,17.651
152,OtherPEN,2010,9,210.747,-5.022
153,OtherPEN,2010,10,216.451,-9.634
154,OtherPEN,2010,11,192.156,5.704
155,OtherPEN,2010,12,161.84,-24.295
156,OtherPEN,2011,1,145.223,-30.316
157,OtherPEN,2011,2,153.248,-16.617
158,OtherPEN,2011,3,196.825,8.025
159,OtherPEN,2011,4,204.975,43.577
160,OtherPEN,2011,5,234.232,8.15
161,OtherPEN,2011,6,229.944,29.257
162,OtherPEN,2011,7,240.0,-4.288
163,OtherPEN,2011,8,233.558,10.056
164,OtherPEN,2011,9,267.0,-6.442
165,OtherPEN,2011,10,266.0,33.442
166,OtherPEN,2011,11,222.491,-1.0
167,OtherPEN,2011,12,194.248,-43.509
168,OtherPEN,2012,1,168.464,-28.243
169,OtherPEN,2012,2,166.014,-25.784
170,OtherPEN,2012,3,175.802,-2.45
171,OtherPEN,2012,4,184.266,9.788
172,OtherPEN,2012,5,195.788,8.464
173,OtherPEN,2012,6,214.601,11.522
174,OtherPEN,2012,7,249.832,18.813
175,OtherPEN,2012,8,245.587,35.231
176,OtherPEN,2012,9,283.0,-4.245
177,OtherPEN,2012,10,259.0,37.413
178,OtherPEN,2012,11,244.562,-24.0
179,OtherPEN,2012,12,223.613,-14.438
180,OtherPEN,2013,1,199.435,-20.949
181,OtherPEN,2013,2,167.014,-24.178
182,OtherPEN,2013,3,165.707,-32.421
183,OtherPEN,2013,4,174.185,-1.307
184,OtherPEN,2013,5,178.804,8.478
185,OtherPEN,2013,6,186.637,4.619
186,OtherPEN,2013,7,226.929,7.833
187,OtherPEN,2013,8,235.296,40.292
188,OtherPEN,2013,9,256.0,8.367
189,OtherPEN,2013,10,260.0,20.704
190,OtherPEN,2013,11,228.122,4.0
191,OtherPEN,2013,12,189.518,-31.878
192,OtherPEN,2014,1,176.179,-38.604
193,OtherPEN,2014,2,148.894,-13.339
194,OtherPEN,2014,3,175.23,-27.285
195,OtherPEN,2014,4,187.489,26.336
196,OtherPEN,2014,5,205.54,12.259
197,OtherPEN,2014,6,201.392,18.051
198,OtherPEN,2014,7,212.382,-4.148
199,OtherPEN,2014,8,255.0,10.99
200,OtherPEN,2014,9,228.813,42.618
201,OtherPEN,2014,10,221.707,-26.187
202,OtherPEN,2014,11,191.147,-7.106
203,OtherPEN,2014,12,124.344,-30.56
204,OtherPEN,2015,1,121.802,-66.803
205,OtherPEN,2015,2,138.868,-2.542
206,OtherPEN,2015,3,197.031,17.066
207,OtherPEN,2015,4,224.573,58.163
208,OtherPEN,2015,5,241.812,27.542
209,OtherPEN,2015,6,232.88,17.239
210,OtherPEN,2015,7,243.0,-8.932
211,OtherPEN,2015,8,264.0,10.12
212,OtherPEN,2015,9,237.0,21.0
213,OtherPEN,2015,10,245.0,-27.0
214,OtherPEN,2015,11,184.77,8.0
215,OtherPEN,2015,12,148.418,-60.23
216,OtherPEN,2016,1,126.643,-36.352
217,OtherPEN,2016,2,137.204,-21.775
218,OtherPEN,2016,3,167.361,10.561
219,OtherPEN,2016,4,172.847,30.157
220,OtherPEN,2016,5,173.069,5.486
221,OtherPEN,2016,6,177.74,0.222
222,OtherPEN,2016,7,176.597,4.671
223,OtherPEN,2016,8,196.29,-1.143
224,OtherPEN,2016,9,200.598,19.693
225,OtherPEN,2016,10,196.74,4.308
226,OtherPEN,2016,11,190.126,-3.858
227,OtherPEN,2016,12,174.041,-6.614
228,OtherPEN,2017,1,144.39,-16.085
229,OtherPEN,2017,2,151.689,-29.651
230,OtherPEN,2017,3,185.64,7.299
231,OtherPEN,2017,4,200.007,33.951
232,OtherPEN,2017,5,211.911,14.367
233,OtherPEN,2017,6,180.407,11.904
234,OtherPEN,2017,7,232.763,-31.504
235,OtherPEN,2017,8,238.452,52.356
236,OtherPEN,2017,9,240.712,5.689
0,PEN,1998,1,356.49,2.26
1,PEN,1998,2,444.075,115.778
2,PEN,1998,3,444.647,87.585
3,PEN,1998,4,458.848,0.572
4,PEN,1998,5,471.364,14.201
5,PEN,1998,6,502.522,12.516
6,PEN,1998,7,555.869,31.158
7,PEN,1998,8,602.169,53.347
8,PEN,1998,9,617.716,46.3
9,PEN,1998,10,564.81,15.547
10,PEN,1998,11,527.829,-52.906
11,PEN,1998,12,447.539,-36.981
12,PEN,1999,1,364.187,-80.29
13,PEN,1999,2,418.988,-83.352
14,PEN,1999,3,514.83,54.801
15,PEN,1999,4,626.537,95.842
16,PEN,1999,5,710.841,111.707
17,PEN,1999,6,684.873,84.304
18,PEN,1999,7,693.149,-25.968
19,PEN,1999,8,687.22,8.276
20,PEN,1999,9,722.602,-5.929
21,PEN,1999,10,717.733,35.382
22,PEN,1999,11,670.53,-4.869
23,PEN,1999,12,616.348,-47.203
24,PEN,2000,1,519.181,-54.182
25,PEN,2000,2,496.833,-97.167
26,PEN,2000,3,520.663,-22.348
27,PEN,2000,4,544.762,23.83
28,PEN,2000,5,559.816,24.099
29,PEN,2000,6,569.162,15.054
30,PEN,2000,7,606.796,9.346
31,PEN,2000,8,651.134,37.634
32,PEN,2000,9,715.332,44.338
33,PEN,2000,10,739.307,64.198
34,PEN,2000,11,731.817,23.975
35,PEN,2000,12,556.736,-7.49
36,PEN,2001,1,644.273,-175.081
37,PEN,2001,2,561.089,87.537
38,PEN,2001,3,566.632,-83.184
39,PEN,2001,4,592.247,5.543
40,PEN,2001,5,630.573,25.615
41,PEN,2001,6,609.374,38.326
42,PEN,2001,7,627.488,-21.199
43,PEN,2001,8,678.293,18.114
44,PEN,2001,9,694.019,50.805
45,PEN,2001,10,703.809,15.726
46,PEN,2001,11,625.205,9.79
47,PEN,2001,12,544.336,-78.604
48,PEN,2002,1,551.702,-80.869
49,PEN,2002,2,444.383,7.366
50,PEN,2002,3,524.576,-107.319
51,PEN,2002,4,499.125,80.193
52,PEN,2002,5,542.553,-25.451
53,PEN,2002,6,581.234,43.428
54,PEN,2002,7,654.899,38.681
55,PEN,2002,8,685.574,73.665
56,PEN,2002,9,723.513,30.675
57,PEN,2002,10,703.186,37.939
58,PEN,2002,11,598.405,-20.327
59,PEN,2002,12,509.856,-104.781
60,PEN,2003,1,498.469,-88.549
61,PEN,2003,2,470.646,-11.387
62,PEN,2003,3,621.338,-27.823
63,PEN,2003,4,681.05,150.692
64,PEN,2003,5,721.218,59.712
65,PEN,2003,6,748.774,40.168
66,PEN,2003,7,792.685,27.556
67,PEN,2003,8,773.273,43.911
68,PEN,2003,9,761.33,-19.412
69,PEN,2003,10,666.069,-11.943
70,PEN,2003,11,554.983,-95.261
71,PEN,2003,12,655.064,-111.086
72,PEN,2004,1,491.712,100.081
73,PEN,2004,2,521.543,-163.352
74,PEN,2004,3,580.0,29.831
75,PEN,2004,4,600.385,58.457
76,PEN,2004,5,665.648,20.385
77,PEN,2004,6,721.981,65.263
78,PEN,2004,7,764.962,56.333
79,PEN,2004,8,752.585,42.981
80,PEN,2004,9,822.44,-12.377
81,PEN,2004,10,758.93,69.855
82,PEN,2004,11,681.962,-63.51
83,PEN,2004,12,731.927,-76.968
84,PEN,2005,1,652.004,49.965
85,PEN,2005,2,594.663,-79.923
86,PEN,2005,3,712.142,-57.341
87,PEN,2005,4,701.522,117.479
88,PEN,2005,5,777.458,-10.62
89,PEN,2005,6,747.941,75.936
90,PEN,2005,7,784.071,-29.517
91,PEN,2005,8,772.375,36.13
92,PEN,2005,9,773.726,-11.696
93,PEN,2005,10,707.632,1.351
94,PEN,2005,11,583.471,-66.094
95,PEN,2005,12,484.247,-124.161
96,PEN,2006,1,464.38,-99.224
97,PEN,2006,2,605.942,-19.867
98,PEN,2006,3,713.755,141.562
99,PEN,2006,4,775.63,107.813
100,PEN,2006,5,825.918,61.875
101,PEN,2006,6,795.107,50.288
102,PEN,2006,7,840.352,-30.811
103,PEN,2006,8,918.956,45.245
104,PEN,2006,9,905.189,78.604
105,PEN,2006,10,728.664,-13.767
106,PEN,2006,11,825.163,-176.525
107,PEN,2006,12,572.991,96.499
108,PEN,2007,1,576.415,-252.172
109,PEN,2007,2,509.991,3.424
110,PEN,2007,3,598.81,-66.424
111,PEN,2007,4,610.218,88.819
112,PEN,2007,5,644.468,11.408
113,PEN,2007,6,641.47,34.25
114,PEN,2007,7,786.816,-2.998
115,PEN,2007,8,869.097,145.346
116,PEN,2007,9,865.658,82.281
117,PEN,2007,10,872.855,-3.439
118,PEN,2007,11,909.123,7.197
119,PEN,2007,12,742.081,36.268
120,PEN,2008,1,787.795,-167.042
121,PEN,2008,2,730.174,45.714
122,PEN,2008,3,787.36,-57.621
123,PEN,2008,4,758.691,57.186
124,PEN,2008,5,831.264,-28.669
125,PEN,2008,6,842.333,72.573
126,PEN,2008,7,906.701,11.069
127,PEN,2008,8,927.078,64.368
128,PEN,2008,9,876.553,20.377
129,PEN,2008,10,906.393,-50.525
130,PEN,2008,11,939.757,29.84
131,PEN,2008,12,835.541,33.364
132,PEN,2009,1,736.822,-104.216
133,PEN,2009,2,711.676,-98.719
134,PEN,2009,3,742.718,-25.146
135,PEN,2009,4,756.225,31.042
136,PEN,2009,5,830.678,13.507
137,PEN,2009,6,879.996,74.453
138,PEN,2009,7,945.86,49.318
139,PEN,2009,8,889.197,65.864
140,PEN,2009,9,869.712,-56.663
141,PEN,2009,10,1113.726,-19.485
142,PEN,2009,11,851.41,244.014
143,PEN,2009,12,792.444,-262.316
144,PEN,2010,1,693.322,-58.966
145,PEN,2010,2,642.772,-99.122
146,PEN,2010,3,780.951,-50.55
147,PEN,2010,4,723.137,138.179
148,PEN,2010,5,788.117,-57.814
149,PEN,2010,6,847.11,64.98
150,PEN,2010,7,904.765,58.993
151,PEN,2010,8,902.408,57.655
152,PEN,2010,9,866.79,-2.357
153,PEN,2010,10,895.859,-35.618
154,PEN,2010,11,805.72,29.069
155,PEN,2010,12,647.185,-90.139
156,PEN,2011,1,572.797,-158.535
157,PEN,2011,2,598.827,-74.388
158,PEN,2011,3,791.471,26.03
159,PEN,2011,4,837.73,192.644
160,PEN,2011,5,965.687,46.259
161,PEN,2011,6,955.763,127.957
162,PEN,2011,7,964.884,-9.924
163,PEN,2011,8,923.605,9.121
164,PEN,2011,9,1047.711,-41.279
165,PEN,2011,10,1056.366,124.106
166,PEN,2011,11,886.663,8.655
167,PEN,2011,12,770.373,-169.703
168,PEN,2012,1,662.654,-116.29
169,PEN,2012,2,648.731,-107.719
170,PEN,2012,3,659.168,-13.923
171,PEN,2012,4,703.812,10.437
172,PEN,2012,5,766.668,44.644
173,PEN,2012,6,842.838,62.856
174,PEN,2012,7,993.104,76.17
175,PEN,2012,8,942.3,150.266
176,PEN,2012,9,1130.191,-50.804
177,PEN,2012,10,1059.899,187.891
178,PEN,2012,11,990.722,-70.292
179,PEN,2012,12,916.168,-69.177
180,PEN,2013,1,830.359,-74.554
181,PEN,2013,2,661.088,-85.809
182,PEN,2013,3,678.958,-169.271
183,PEN,2013,4,729.67,17.87
184,PEN,2013,5,747.035,50.712
185,PEN,2013,6,797.68,17.365
186,PEN,2013,7,943.885,50.645
187,PEN,2013,8,952.32,146.205
188,PEN,2013,9,1068.819,8.435
189,PEN,2013,10,1092.168,116.499
190,PEN,2013,11,987.147,23.349
191,PEN,2013,12,839.02,-105.021
192,PEN,2014,1,779.749,-148.127
193,PEN,2014,2,647.991,-59.271
194,PEN,2014,3,769.518,-131.758
195,PEN,2014,4,798.5,121.527
196,PEN,2014,5,858.806,28.982
197,PEN,2014,6,852.663,60.306
198,PEN,2014,7,920.576,-6.143
199,PEN,2014,8,1096.701,67.913
200,PEN,2014,9,996.616,176.125
201,PEN,2014,10,971.337,-100.085
202,PEN,2014,11,871.042,-25.279
203,PEN,2014,12,608.613,-100.295
204,PEN,2015,1,551.155,-262.429
205,PEN,2015,2,605.632,-57.458
206,PEN,2015,3,842.832,54.477
207,PEN,2015,4,933.069,237.2
208,PEN,2015,5,972.577,90.237
209,PEN,2015,6,963.595,39.508
210,PEN,2015,7,1012.264,-8.982
211,PEN,2015,8,1118.845,48.669
212,PEN,2015,9,1027.685,106.581
213,PEN,2015,10,1023.028,-91.16
214,PEN,2015,11,813.127,-4.657
215,PEN,2015,12,672.655,-209.901
216,PEN,2016,1,557.687,-140.472
217,PEN,2016,2,573.968,-114.968
218,PEN,2016,3,664.033,16.281
219,PEN,2016,4,690.25,90.065
220,PEN,2016,5,697.329,26.217
221,PEN,2016,6,759.765,7.079
222,PEN,2016,7,765.791,62.436
223,PEN,2016,8,848.25,6.026
224,PEN,2016,9,870.813,82.459
225,PEN,2016,10,855.692,22.563
226,PEN,2016,11,829.251,-15.121
227,PEN,2016,12,774.394,-26.441
228,PEN,2017,1,633.767,-54.857
229,PEN,2017,2,660.446,-140.627
230,PEN,2017,3,774.698,26.679
231,PEN,2017,4,820.077,114.252
232,PEN,2017,5,865.067,45.379
233,PEN,2017,6,760.05,44.99
234,PEN,2017,7,986.796,-105.017
235,PEN,2017,8,980.377,226.746
236,PEN,2017,9,970.19,-6.419
0,SBH,1998,1,137.915,-10.187
1,SBH,1998,2,137.442,-832.275
2,SBH,1998,3,134.33,-0.473
3,SBH,1998,4,137.721,-3.112
4,SBH,1998,5,148.06,3.391
5,SBH,1998,6,174.326,10.339
6,SBH,1998,7,187.407,26.266
7,SBH,1998,8,208.691,13.081
8,SBH,1998,9,223.806,21.284
9,SBH,1998,10,196.993,15.115
10,SBH,1998,11,178.618,-26.813
11,SBH,1998,12,150.424,-18.375
12,SBH,1999,1,118.217,-28.194
13,SBH,1999,2,118.282,-32.207
14,SBH,1999,3,155.756,0.065
15,SBH,1999,4,227.855,37.474
16,SBH,1999,5,256.386,72.099
17,SBH,1999,6,240.458,28.531
18,SBH,1999,7,229.728,-15.928
19,SBH,1999,8,240.193,-10.73
20,SBH,1999,9,270.653,10.465
21,SBH,1999,10,281.645,30.46
22,SBH,1999,11,273.292,10.992
23,SBH,1999,12,252.051,-8.353
24,SBH,2000,1,216.64,-21.241
25,SBH,2000,2,184.981,-35.411
26,SBH,2000,3,189.578,-31.659
27,SBH,2000,4,198.658,4.597
28,SBH,2000,5,222.389,9.08
29,SBH,2000,6,218.105,23.731
30,SBH,2000,7,204.465,-4.284
31,SBH,2000,8,245.728,-13.64
32,SBH,2000,9,332.328,41.263
33,SBH,2000,10,383.151,86.6
34,SBH,2000,11,375.778,50.823
35,SBH,2000,12,338.519,-7.373
36,SBH,2001,1,365.566,-37.259
37,SBH,2001,2,286.907,27.047
38,SBH,2001,3,278.886,-78.659
39,SBH,2001,4,286.453,-8.021
40,SBH,2001,5,313.896,7.567
41,SBH,2001,6,279.042,27.443
42,SBH,2001,7,231.558,-34.854
43,SBH,2001,8,250.978,-47.484
44,SBH,2001,9,338.586,19.42
45,SBH,2001,10,363.789,87.608
46,SBH,2001,11,373.772,25.203
47,SBH,2001,12,346.735,9.983
48,SBH,2002,1,324.896,-27.037
49,SBH,2002,2,281.334,-21.839
50,SBH,2002,3,313.911,-43.562
51,SBH,2002,4,313.151,32.577
52,SBH,2002,5,331.207,-0.76
53,SBH,2002,6,312.502,18.056
54,SBH,2002,7,294.384,-18.705
55,SBH,2002,8,361.363,-18.118
56,SBH,2002,9,438.408,66.979
57,SBH,2002,10,441.737,77.045
58,SBH,2002,11,392.575,3.329
59,SBH,2002,12,346.96,-49.162
60,SBH,2003,1,300.899,-45.615
61,SBH,2003,2,242.668,-46.061
62,SBH,2003,3,303.131,-58.231
63,SBH,2003,4,348.802,60.463
64,SBH,2003,5,391.751,45.671
65,SBH,2003,6,400.536,42.949
66,SBH,2003,7,408.498,8.785
67,SBH,2003,8,432.255,7.962
68,SBH,2003,9,439.057,23.757
69,SBH,2003,10,440.273,6.802
70,SBH,2003,11,423.035,1.216
71,SBH,2003,12,392.492,-17.238
72,SBH,2004,1,309.02,-30.543
73,SBH,2004,2,270.112,-83.472
74,SBH,2004,3,282.681,-38.908
75,SBH,2004,4,333.11,12.569
76,SBH,2004,5,356.805,50.429
77,SBH,2004,6,370.132,23.695
78,SBH,2004,7,415.394,13.327
79,SBH,2004,8,457.54,45.262
80,SBH,2004,9,536.311,42.146
81,SBH,2004,10,487.149,78.771
82,SBH,2004,11,473.886,-49.162
83,SBH,2004,12,473.421,-13.263
84,SBH,2005,1,401.391,-0.465
85,SBH,2005,2,363.183,-72.03
86,SBH,2005,3,401.129,-38.208
87,SBH,2005,4,440.021,37.946
88,SBH,2005,5,418.686,38.892
89,SBH,2005,6,363.08,-21.335
90,SBH,2005,7,394.656,-55.606
91,SBH,2005,8,465.537,31.576
92,SBH,2005,9,521.44,70.881
93,SBH,2005,10,560.126,55.903
94,SBH,2005,11,521.919,38.686
95,SBH,2005,12,482.596,-38.207
96,SBH,2006,1,376.082,-39.323
97,SBH,2006,2,346.248,-106.514
98,SBH,2006,3,420.011,-29.834
99,SBH,2006,4,429.013,73.763
100,SBH,2006,5,445.565,9.002
101,SBH,2006,6,416.951,16.552
102,SBH,2006,7,408.907,-28.614
103,SBH,2006,8,465.689,-8.044
104,SBH,2006,9,543.77,56.782
105,SBH,2006,10,526.143,78.081
106,SBH,2006,11,575.674,-17.627
107,SBH,2006,12,451.564,49.531
108,SBH,2007,1,423.055,-124.11
109,SBH,2007,2,384.933,-28.509
110,SBH,2007,3,381.805,-38.122
111,SBH,2007,4,402.62,-3.128
112,SBH,2007,5,439.441,20.815
113,SBH,2007,6,409.739,36.821
114,SBH,2007,7,427.021,-29.702
115,SBH,2007,8,521.197,17.282
116,SBH,2007,9,557.565,94.176
117,SBH,2007,10,531.151,36.368
118,SBH,2007,11,569.474,-26.414
119,SBH,2007,12,513.484,38.323
120,SBH,2008,1,490.952,-55.99
121,SBH,2008,2,383.294,-22.532
122,SBH,2008,3,389.709,-107.658
123,SBH,2008,4,436.896,6.415
124,SBH,2008,5,488.106,47.187
125,SBH,2008,6,483.471,51.21
126,SBH,2008,7,489.868,-4.635
127,SBH,2008,8,495.537,6.397
128,SBH,2008,9,516.808,5.669
129,SBH,2008,10,552.97,21.271
130,SBH,2008,11,530.532,36.162
131,SBH,2008,12,482.286,-22.438
132,SBH,2009,1,453.219,-48.246
133,SBH,2009,2,351.042,-29.067
134,SBH,2009,3,396.228,-102.177
135,SBH,2009,4,390.533,45.186
136,SBH,2009,5,408.48,-5.695
137,SBH,2009,6,414.955,17.947
138,SBH,2009,7,396.122,6.475
139,SBH,2009,8,429.902,-18.833
140,SBH,2009,9,492.832,33.78
141,SBH,2009,10,628.18,62.93
142,SBH,2009,11,546.572,135.348
143,SBH,2009,12,545.835,-81.608
144,SBH,2010,1,470.755,-0.737
145,SBH,2010,2,396.728,-75.08
146,SBH,2010,3,453.627,-74.027
147,SBH,2010,4,427.784,56.899
148,SBH,2010,5,428.519,-25.843
149,SBH,2010,6,405.204,0.735
150,SBH,2010,7,420.933,-23.315
151,SBH,2010,8,479.973,15.729
152,SBH,2010,9,472.983,59.04
153,SBH,2010,10,507.82,-6.99
154,SBH,2010,11,450.794,34.837
155,SBH,2010,12,400.876,-57.026
156,SBH,2011,1,324.374,-49.918
157,SBH,2011,2,339.035,-76.502
158,SBH,2011,3,434.568,14.661
159,SBH,2011,4,479.077,95.533
160,SBH,2011,5,542.987,44.509
161,SBH,2011,6,565.368,63.91
162,SBH,2011,7,547.717,22.381
163,SBH,2011,8,500.727,-17.651
164,SBH,2011,9,549.636,-46.99
165,SBH,2011,10,570.812,48.909
166,SBH,2011,11,495.417,21.176
167,SBH,2011,12,492.259,-75.395
168,SBH,2012,1,417.903,-3.158
169,SBH,2012,2,361.81,-74.356
170,SBH,2012,3,371.555,-56.093
171,SBH,2012,4,373.205,9.745
172,SBH,2012,5,396.741,1.65
173,SBH,2012,6,405.082,23.536
174,SBH,2012,7,437.444,8.341
175,SBH,2012,8,447.029,32.362
176,SBH,2012,9,559.545,9.585
177,SBH,2012,10,567.584,112.516
178,SBH,2012,11,603.032,8.039
179,SBH,2012,12,599.107,35.448
180,SBH,2013,1,534.842,-3.925
181,SBH,2013,2,444.691,-64.265
182,SBH,2013,3,453.578,-90.151
183,SBH,2013,4,443.316,8.887
184,SBH,2013,5,420.917,-10.262
185,SBH,2013,6,386.525,-22.399
186,SBH,2013,7,435.938,-34.392
187,SBH,2013,8,474.667,49.413
188,SBH,2013,9,515.982,38.729
189,SBH,2013,10,549.063,41.315
190,SBH,2013,11,566.109,33.081
191,SBH,2013,12,549.59,17.046
192,SBH,2014,1,481.341,-16.519
193,SBH,2014,2,417.415,-68.249
194,SBH,2014,3,475.637,-63.926
195,SBH,2014,4,494.911,58.222
196,SBH,2014,5,526.124,19.274
197,SBH,2014,6,472.104,31.213
198,SBH,2014,7,456.41,-54.02
199,SBH,2014,8,556.614,-15.694
200,SBH,2014,9,544.375,100.204
201,SBH,2014,10,573.601,-12.239
202,SBH,2014,11,569.465,29.226
203,SBH,2014,12,489.781,-4.136
204,SBH,2015,1,401.299,-79.684
205,SBH,2015,2,325.83,-88.482
206,SBH,2015,3,405.83,-75.469
207,SBH,2015,4,475.838,80.0
208,SBH,2015,5,530.644,70.008
209,SBH,2015,6,489.764,54.806
210,SBH,2015,7,476.371,-40.88
211,SBH,2015,8,540.882,-13.393
212,SBH,2015,9,533.54,64.511
213,SBH,2015,10,593.579,-7.342
214,SBH,2015,11,516.224,60.039
215,SBH,2015,12,432.288,-77.355
216,SBH,2016,1,338.074,-83.936
217,SBH,2016,2,266.455,-94.214
218,SBH,2016,3,314.867,-71.619
219,SBH,2016,4,353.501,48.412
220,SBH,2016,5,400.438,38.634
221,SBH,2016,6,461.788,46.937
222,SBH,2016,7,475.506,61.35
223,SBH,2016,8,479.398,13.718
224,SBH,2016,9,477.165,3.892
225,SBH,2016,10,471.408,-2.233
226,SBH,2016,11,424.695,-5.757
227,SBH,2016,12,384.16,-46.713
228,SBH,2017,1,347.609,-40.535
229,SBH,2017,2,323.244,-36.551
230,SBH,2017,3,386.05,-24.365
231,SBH,2017,4,428.152,62.806
232,SBH,2017,5,461.65,42.102
233,SBH,2017,6,428.835,33.498
234,SBH,2017,7,462.153,-32.815
235,SBH,2017,8,437.788,33.318
236,SBH,2017,9,428.842,-24.365
0,SWK,1998,1,19.311,-8.946
