Region,Year,Month,Rainfall
Pahang,1995,4,274.3538462
Pahang,1996,4,251.6384615
Pahang,1997,4,270.8384615
Pahang,1998,4,11.41538462
Pahang,1999,4,224.1384615
Pahang,2000,4,216.3
Pahang,2001,4,191.5307692
Pahang,2002,4,189.0615385
Pahang,2003,4,172.4153846
Pahang,2004,4,145.4769231
Pahang,2005,4,141.0615385
Pahang,2006,4,163.2
Pahang,2007,4,141.6666667
Pahang,2008,4,195.4666667
Pahang,2009,4,148.6666667
Pahang,2010,4,163.4
Pahang,2011,4,128.4666667
Pahang,2012,4,293.7333333
Pahang,2013,4,181.6666667
Pahang,2014,4,136.7333333
Pahang,2015,4,128.6
Pahang,2016,4,41.60000002
Pahang,2017,4,144.4666667
Pahang,2018,4,0.0
Pahang,2019,4,0.0
Pahang,2020,4,0.0
Perak,1980,4,155.825
Perak,1981,4,194.2
Perak,1982,4,505.0
Perak,1983,4,94.675
Perak,1984,4,207.3666667
Perak,1985,4,98.5
Perak,1986,4,221.4
Perak,1987,4,190.8666667
Perak,1988,4,216.9111111
Perak,1989,4,244.7777778
Perak,1990,4,212.6
Perak,1991,4,187.5111111
Perak,1992,4,108.9444444
Perak,1993,4,176.74
Perak,1994,4,156.48
Perak,1995,4,218.08
Perak,1996,4,296.39
Perak,1997,4,210.92
Perak,1998,4,99.72
Perak,1999,4,134.25
Perak,2000,4,263.19
Perak,2001,4,256.88
Perak,2002,4,252.63
Perak,2003,4,164.08
Perak,2004,4,198.07
Perak,2005,4,188.27
Perak,2006,4,230.6
Perak,2007,4,165.53
Perak,2008,4,138.98
Perak,2009,4,195.78
Perak,2010,4,183.86
Perak,2011,4,163.14
Perak,2012,4,153.88
Perak,2013,4,174.7
Perak,2014,4,174.36
Perak,2015,4,260.37
Perak,2016,4,70.92
Perak,2017,4,223.22
Perak,2018,4,0.0
Perak,2019,4,0.0
Perak,2020,4,0.0
Other Pen. States,1980,4,226.4795879
Other Pen. States,1981,4,392.4708555
Other Pen. States,1982,4,470.7987756
Other Pen. States,1983,4,102.0576932
Other Pen. States,1984,4,186.0236347
Other Pen. States,1985,4,133.1740523
Other Pen. States,1986,4,214.3411995
Other Pen. States,1987,4,193.2188388
Other Pen. States,1988,4,244.9720499
Other Pen. States,1989,4,145.8575696
Other Pen. States,1990,4,222.1549882
Other Pen. States,1991,4,225.4636178
Other Pen. States,1992,4,124.2225357
Other Pen. States,1993,4,133.2203536
Other Pen. States,1994,4,135.2649922
Other Pen. States,1995,4,199.4842595
Other Pen. States,1996,4,195.0569768
Other Pen. States,1997,4,207.7193088
Other Pen. States,1998,4,99.76368972
Other Pen. States,1999,4,133.2273327
Other Pen. States,2000,4,172.5025952
Other Pen. States,2001,4,213.5183612
Other Pen. States,2002,4,272.0390848
Other Pen. States,2003,4,292.4748329
Other Pen. States,2004,4,165.142505
Other Pen. States,2005,4,227.6676745
Other Pen. States,2006,4,222.0339697
Other Pen. States,2007,4,352.8855595
Other Pen. States,2008,4,285.9538462
Other Pen. States,2009,4,263.3684033
Other Pen. States,2010,4,280.0373061
Other Pen. States,2011,4,220.7963512
Other Pen. States,2012,4,215.8668849
Other Pen. States,2013,4,260.0601982
Other Pen. States,2014,4,212.5805154
Other Pen. States,2015,4,295.8266321
Other Pen. States,2016,4,145.8629452
Other Pen. States,2017,4,159.382398
Other Pen. States,2018,4,0.0
Other Pen. States,2019,4,0.0
Other Pen. States,2020,4,0.0
Peninsula,1980,4,176.6281754
Peninsula,1981,4,240.3587351
Peninsula,1982,4,330.5588388
Peninsula,1983,4,81.31630297
Peninsula,1984,4,192.6075894
Peninsula,1985,4,137.0672545
Peninsula,1986,4,254.824822
Peninsula,1987,4,206.5897435
Peninsula,1988,4,194.3490913
Peninsula,1989,4,199.9108162
Peninsula,1990,4,191.8760456
Peninsula,1991,4,140.105351
Peninsula,1992,4,132.372219
Peninsula,1993,4,205.4595697
Peninsula,1994,4,176.7426672
Peninsula,1995,4,251.1933976
Peninsula,1996,4,244.9984787
Peninsula,1997,4,264.9495085
Peninsula,1998,4,82.3048719
Peninsula,1999,4,162.0445272
Peninsula,2000,4,213.2783314
Peninsula,2001,4,211.1483807
Peninsula,2002,4,221.8752397
Peninsula,2003,4,202.3215163
Peninsula,2004,4,159.7707448
Peninsula,2005,4,178.7710139
Peninsula,2006,4,206.4406439
Peninsula,2007,4,224.1630697
Peninsula,2008,4,211.5086743
Peninsula,2009,4,204.0540895
Peninsula,2010,4,220.0626025
Peninsula,2011,4,170.9358605
Peninsula,2012,4,217.0165377
Peninsula,2013,4,190.1063085
Peninsula,2014,4,194.8189986
Peninsula,2015,4,215.2557381
Peninsula,2016,4,93.6812846
Peninsula,2017,4,170.7626944
Peninsula,2018,4,0.0
Peninsula,2019,4,0.0
Peninsula,2020,4,0.0
Sabah,1980,4,114.4111111
Sabah,1981,4,99.60555556
Sabah,1982,4,124.715
Sabah,1983,4,29.53
Sabah,1984,4,169.55
Sabah,1985,4,265.79
Sabah,1986,4,35.955
Sabah,1987,4,34.155
Sabah,1988,4,58.275
Sabah,1989,4,98.46
Sabah,1990,4,58.85
Sabah,1991,4,157.475
Sabah,1992,4,15.84
Sabah,1993,4,123.07
Sabah,1994,4,108.305
Sabah,1995,4,128.38
Sabah,1996,4,173.635
Sabah,1997,4,102.43
Sabah,1998,4,25.585
Sabah,1999,4,164.11
Sabah,2000,4,131.345
Sabah,2001,4,142.09
Sabah,2002,4,92.025
Sabah,2003,4,81.44
Sabah,2004,4,89.365
Sabah,2005,4,56.47
Sabah,2006,4,177.38
Sabah,2007,4,107.86
Sabah,2008,4,209.02
Sabah,2009,4,219.5
Sabah,2010,4,126.03
Sabah,2011,4,357.09
Sabah,2012,4,191.32
Sabah,2013,4,115.61
Sabah,2014,4,64.72
Sabah,2015,4,87.51
Sabah,2016,4,85.06000002
Sabah,2017,4,271.22
Sabah,2018,4,0.0
Sabah,2019,4,0.0
Sabah,2020,4,0.0
Sarawak,1980,4,308.3
Sarawak,1981,4,265.625
Sarawak,1982,4,211.125
Sarawak,1983,4,208.36
Sarawak,1984,4,273.95
Sarawak,1985,4,264.98
Sarawak,1986,4,233.68
Sarawak,1987,4,166.54
Sarawak,1988,4,285.56
Sarawak,1989,4,222.38
Sarawak,1990,4,242.86
Sarawak,1991,4,339.03
Sarawak,1992,4,188.07
Sarawak,1993,4,148.74
Sarawak,1994,4,235.55
Sarawak,1995,4,240.68
Sarawak,1996,4,212.92
Sarawak,1997,4,250.45
Sarawak,1998,4,261.26
Sarawak,1999,4,170.15
Sarawak,2000,4,339.18
Sarawak,2001,4,293.98
Sarawak,2002,4,248.52
Sarawak,2003,4,293.16
Sarawak,2004,4,218.76
Sarawak,2005,4,207.1
Sarawak,2006,4,309.06
Sarawak,2007,4,261.0
Sarawak,2008,4,248.28
Sarawak,2009,4,355.44
Sarawak,2010,4,270.16
Sarawak,2011,4,205.36
Sarawak,2012,4,221.38
Sarawak,2013,4,230.12
Sarawak,2014,4,221.38
Sarawak,2015,4,217.65
Sarawak,2016,4,296.36
Sarawak,2017,4,213.82
Sarawak,2018,4,0.0
Sarawak,2019,4,0.0
Sarawak,2020,4,0.0
Johor,1980,5,191.0333333
Johor,1981,5,167.4333333
Johor,1982,5,193.0333333
Johor,1983,5,178.8
Johor,1984,5,287.6666667
Johor,1985,5,205.5433333
Johor,1986,5,138.2666667
Johor,1987,5,165.8666667
Johor,1988,5,168.5666667
Johor,1989,5,213.3
Johor,1990,5,99.26666667
Johor,1991,5,228.8666667
Johor,1992,5,231.7583333
Johor,1993,5,193.0
Johor,1994,5,232.3
Johor,1995,5,206.075
Johor,1996,5,206.325
Johor,1997,5,89.7
Johor,1998,5,225.725
Johor,1999,5,159.6
Johor,2000,5,107.1
Johor,2001,5,150.025
Johor,2002,5,217.625
Johor,2003,5,112.425
Johor,2004,5,89.225
Johor,2005,5,210.2
Johor,2006,5,156.5
Johor,2007,5,204.35
Johor,2008,5,115.325
Johor,2009,5,172.95
Johor,2010,5,191.65
Johor,2011,5,170.9
Johor,2012,5,163.25
Johor,2013,5,183.425
Johor,2014,5,263.65
Johor,2015,5,192.9
Johor,2016,5,168.3
Johor,2017,5,240.7
Johor,2018,5,0.0
Johor,2019,5,0.0
Johor,2020,5,0.0
Pahang,1980,5,200.70625
Pahang,1981,5,308.5125
Pahang,1982,5,181.24375
Pahang,1983,5,118.69375
Pahang,1984,5,129.0846154
Pahang,1985,5,153.2538462
Pahang,1986,5,112.3230769
Pahang,1987,5,185.9923077
Pahang,1988,5,223.3230769
Pahang,1989,5,182.0846154
Pahang,1990,5,113.5615385
Pahang,1991,5,196.7923077
Pahang,1992,5,218.8384615
Pahang,1993,5,146.1153846
Pahang,1994,5,259.5538462
Pahang,1995,5,126.6769231
Pahang,1996,5,111.4692308
Pahang,1997,5,84.14615385
Pahang,1998,5,140.2461538
Pahang,1999,5,164.7846154
Pahang,2000,5,147.1692308
Pahang,2001,5,102.5692308
Pahang,2002,5,151.5076923
Pahang,2003,5,82.87692308
Pahang,2004,5,149.3076923
Pahang,2005,5,113.2307692
Pahang,2006,5,215.1333333
Pahang,2007,5,266.9333333
Pahang,2008,5,98.13333333
Pahang,2009,5,207.5333333
Pahang,2010,5,166.5333333
Pahang,2011,5,175.8666667
Pahang,2012,5,228.3333333
Pahang,2013,5,291.9333333
Pahang,2014,5,146.0666667
Pahang,2015,5,146.9333333
Pahang,2016,5,150.9666667
Pahang,2017,5,225.4
Pahang,2018,5,0.0
Pahang,2019,5,0.0
Pahang,2020,5,0.0
Perak,1980,5,245.45
Perak,1981,5,144.65
Perak,1982,5,191.875
Perak,1983,5,112.625
Perak,1984,5,172.4
Perak,1985,5,239.8444444
Perak,1986,5,150.7
Perak,1987,5,108.6222222
Perak,1988,5,113.2333333
Perak,1989,5,129.1444444
Perak,1990,5,211.0777778
Perak,1991,5,273.4888889
Perak,1992,5,167.5555556
Perak,1993,5,183.21
Perak,1994,5,175.42
Perak,1995,5,233.06
Perak,1996,5,115.15
Perak,1997,5,61.46
Perak,1998,5,217.63
Perak,1999,5,208.18
Perak,2000,5,105.01
Perak,2001,5,87.73
Perak,2002,5,180.91
Perak,2003,5,140.24
Perak,2004,5,138.8
Perak,2005,5,152.55
Perak,2006,5,242.0
Perak,2007,5,56.88
Perak,2008,5,101.28
Perak,2009,5,137.62
Perak,2010,5,236.46
Perak,2011,5,160.76
Perak,2012,5,124.28
Perak,2013,5,172.42
Perak,2014,5,197.5
Perak,2015,5,162.32
Perak,2016,5,239.39
Perak,2017,5,129.33
Perak,2018,5,0.0
Perak,2019,5,0.0
Perak,2020,5,0.0
Other Pen. States,1980,5,206.8586911
Other Pen. States,1981,5,289.4573873
Other Pen. States,1982,5,225.6220876
Other Pen. States,1983,5,344.8083936
Other Pen. States,1984,5,169.9769617
Other Pen. States,1985,5,209.2945353
Other Pen. States,1986,5,181.3065294
Other Pen. States,1987,5,163.6295188
Other Pen. States,1988,5,172.3628862
Other Pen. States,1989,5,72.48770465
Other Pen. States,1990,5,160.9484976
Other Pen. States,1991,5,265.3164885
Other Pen. States,1992,5,233.1211971
Other Pen. States,1993,5,211.5798129
Other Pen. States,1994,5,232.0925688
Other Pen. States,1995,5,135.8686612
Other Pen. States,1996,5,169.8737893
Other Pen. States,1997,5,134.9957324
Other Pen. States,1998,5,182.70531
Other Pen. States,1999,5,200.4615936
Other Pen. States,2000,5,92.37352063
Other Pen. States,2001,5,131.0357853
Other Pen. States,2002,5,102.3912092
Other Pen. States,2003,5,106.9988568
Other Pen. States,2004,5,135.1757343
Other Pen. States,2005,5,180.5093703
Other Pen. States,2006,5,211.5485009
Other Pen. States,2007,5,107.0605766
Other Pen. States,2008,5,138.2669959
Other Pen. States,2009,5,149.7328939
Other Pen. States,2010,5,264.2887293
Other Pen. States,2011,5,174.4014589
Other Pen. States,2012,5,211.2967831
Other Pen. States,2013,5,190.0119184
Other Pen. States,2014,5,257.9193938
Other Pen. States,2015,5,170.5823378
Other Pen. States,2016,5,283.693747
Other Pen. States,2017,5,237.8554003
Other Pen. States,2018,5,0.0
Other Pen. States,2019,5,0.0
Other Pen. States,2020,5,0.0
Peninsula,1980,5,208.830685
Peninsula,1981,5,219.2889906
Peninsula,1982,5,194.0112384
Peninsula,1983,5,169.5650188
Peninsula,1984,5,189.8042693
Peninsula,1985,5,196.0601877
Peninsula,1986,5,140.8075578
Peninsula,1987,5,160.281158
Peninsula,1988,5,176.0322574
Peninsula,1989,5,157.6176968
Peninsula,1990,5,139.3109758
Peninsula,1991,5,234.7029456
Peninsula,1992,5,215.9168895
Peninsula,1993,5,180.3465593
Peninsula,1994,5,228.6535444
Peninsula,1995,5,175.4229349
Peninsula,1996,5,152.7557657
Peninsula,1997,5,90.33482576
Peninsula,1998,5,190.3843324
Peninsula,1999,5,179.8541743
Peninsula,2000,5,114.4846032
Peninsula,2001,5,120.3655429
Peninsula,2002,5,165.5090581
Peninsula,2003,5,108.3008603
Peninsula,2004,5,126.1673945
Peninsula,2005,5,165.1509554
Peninsula,2006,5,202.076448
Peninsula,2007,5,170.8942209
Peninsula,2008,5,113.4368252
Peninsula,2009,5,170.1487181
Peninsula,2010,5,210.7655287
Peninsula,2011,5,171.1778149
Peninsula,2012,5,185.3135986
Peninsula,2013,5,212.7964643
Peninsula,2014,5,217.2764985
Peninsula,2015,5,169.0371647
Peninsula,2016,5,204.8637617
Peninsula,2017,5,214.5696721
Peninsula,2018,5,0.0
Peninsula,2019,5,0.0
Peninsula,2020,5,0.0
Sabah,1980,5,166.7444444
Sabah,1981,5,72.67777778
Sabah,1982,5,214.135
Sabah,1983,5,87.405
Sabah,1984,5,164.1
Sabah,1985,5,132.675
Sabah,1986,5,68.2
Sabah,1987,5,107.03
Sabah,1988,5,156.88
Sabah,1989,5,128.34
Sabah,1990,5,192.74
Sabah,1991,5,161.75
Sabah,1992,5,89.165
Sabah,1993,5,142.645
Sabah,1994,5,203.745
Sabah,1995,5,104.305
Sabah,1996,5,117.765
Sabah,1997,5,111.16
Sabah,1998,5,97.625
Sabah,1999,5,204.19
Sabah,2000,5,121.945
Sabah,2001,5,92.95
Sabah,2002,5,94.73
Sabah,2003,5,202.12
Sabah,2004,5,239.1
Sabah,2005,5,158.06
Sabah,2006,5,237.415
Sabah,2007,5,143.75
Sabah,2008,5,188.07
Sabah,2009,5,168.97
Sabah,2010,5,155.45
Sabah,2011,5,255.47
Sabah,2012,5,195.04
Sabah,2013,5,102.42
Sabah,2014,5,143.04
Sabah,2015,5,100.88
Sabah,2016,5,163.82
Sabah,2017,5,149.45
Sabah,2018,5,0.0
Sabah,2019,5,0.0
Sabah,2020,5,0.0
Sarawak,1980,5,218.8875
Sarawak,1981,5,239.9625
Sarawak,1982,5,228.9375
Sarawak,1983,5,264.23
Sarawak,1984,5,286.06
Sarawak,1985,5,195.05
Sarawak,1986,5,157.04
Sarawak,1987,5,247.97
Sarawak,1988,5,215.01
Sarawak,1989,5,222.51
Sarawak,1990,5,202.78
Sarawak,1991,5,230.9
Sarawak,1992,5,294.23
Sarawak,1993,5,266.55
Sarawak,1994,5,278.76
Sarawak,1995,5,253.77
Sarawak,1996,5,187.41
Sarawak,1997,5,203.56
Sarawak,1998,5,196.42
Sarawak,1999,5,218.32
Sarawak,2000,5,229.75
Sarawak,2001,5,99.39
Sarawak,2002,5,165.4
Sarawak,2003,5,195.6
Sarawak,2004,5,349.02
Sarawak,2005,5,217.1
Sarawak,2006,5,324.74
Sarawak,2007,5,200.2
Sarawak,2008,5,217.5
Sarawak,2009,5,180.46
Sarawak,2010,5,335.72
Sarawak,2011,5,226.32
Sarawak,2012,5,144.1
Sarawak,2013,5,224.96
Sarawak,2014,5,243.84
Sarawak,2015,5,217.88
Sarawak,2016,5,241.12
Sarawak,2017,5,307.62
Sarawak,2018,5,0.0
Sarawak,2019,5,0.0
Sarawak,2020,5,0.0
Johor,1980,6,106.4333333
Johor,1981,6,106.6333333
Johor,1982,6,196.6333333
Johor,1983,6,181.7666667
Johor,1984,6,142.1666667
Johor,1985,6,39.66666667
Johor,1986,6,142.0
Johor,1987,6,138.7
Johor,1988,6,143.6333333
Johor,1989,6,131.2333333
Johor,1990,6,99.06666667
Johor,1991,6,139.2
Johor,1992,6,132.4666667
Johor,1993,6,133.65
Johor,1994,6,159.35
Johor,1995,6,214.4
Johor,1996,6,150.775
Johor,1997,6,144.675
Johor,1998,6,135.875
Johor,1999,6,101.925
Johor,2000,6,156.175
Johor,2001,6,139.25
Johor,2002,6,94.6
Johor,2003,6,154.3
Johor,2004,6,90.6
Johor,2005,6,148.725
Johor,2006,6,239.75
Johor,2007,6,196.475
Johor,2008,6,204.4
Johor,2009,6,84.4
Johor,2010,6,175.875
Johor,2011,6,160.55
Johor,2012,6,69.95
Johor,2013,6,45.45
Johor,2014,6,139.9
Johor,2015,6,143.25
Johor,2016,6,107.4
Johor,2017,6,122.95
Johor,2018,6,0.0
Johor,2019,6,0.0
Johor,2020,6,0.0
Pahang,1980,6,167.2125
Pahang,1981,6,106.7125
Pahang,1982,6,80.85625
Pahang,1983,6,93.40625
Pahang,1984,6,128.7153846
Pahang,1985,6,66.31538462
Pahang,1986,6,125.7230769
Pahang,1987,6,122.4461538
Pahang,1988,6,175.4615385
Pahang,1989,6,131.8076923
Pahang,1990,6,118.5769231
Pahang,1991,6,68.69230769
Pahang,1992,6,64.8
Pahang,1993,6,118.4538462
Pahang,1994,6,182.9923077
Pahang,1995,6,225.7076923
Pahang,1996,6,211.9769231
Pahang,1997,6,83.10769231
Pahang,1998,6,92.58461538
Pahang,1999,6,143.0923077
Pahang,2000,6,178.6307692
Pahang,2001,6,48.65384615
Pahang,2002,6,122.1076923
Pahang,2003,6,241.8153846
Pahang,2004,6,112.5538462
Pahang,2005,6,83.86153846
Pahang,2006,6,131.0
Pahang,2007,6,193.4666667
Pahang,2008,6,104.2666667
Pahang,2009,6,133.2
Pahang,2010,6,167.7333333
Pahang,2011,6,125.6
Pahang,2012,6,83.0
Pahang,2013,6,99.46666667
Pahang,2014,6,104.8666667
Pahang,2015,6,110.8666667
Pahang,2016,6,105.7333333
Pahang,2017,6,118.6
Pahang,2018,6,0.0
Pahang,2019,6,0.0
Pahang,2020,6,0.0
Perak,1980,6,116.275
Perak,1981,6,26.6
Perak,1982,6,67.75
Perak,1983,6,96.975
Perak,1984,6,92.33333333
Perak,1985,6,19.26666667
Perak,1986,6,71.92222222
Perak,1987,6,78.48888889
Perak,1988,6,249.2333333
Perak,1989,6,90.11111111
Perak,1990,6,114.5555556
Perak,1991,6,128.9222222
Perak,1992,6,106.0666667
Perak,1993,6,75.48
Perak,1994,6,82.82
Perak,1995,6,206.74
Perak,1996,6,119.39
Perak,1997,6,86.97
Perak,1998,6,85.43
Perak,1999,6,103.33
Perak,2000,6,119.36
Perak,2001,6,68.78
Perak,2002,6,91.27
Perak,2003,6,184.8
Perak,2004,6,54.89
Perak,2005,6,104.36
Perak,2006,6,124.0
Perak,2007,6,154.24
Perak,2008,6,182.72
Perak,2009,6,102.94
Perak,2010,6,160.36
Perak,2011,6,101.72
Perak,2012,6,27.42
Perak,2013,6,98.46
Perak,2014,6,54.46
Perak,2015,6,171.76
Perak,2016,6,104.3
Perak,2017,6,105.82
Perak,2018,6,0.0
Perak,2019,6,0.0
Perak,2020,6,0.0
Other Pen. States,1980,6,139.0487354
Other Pen. States,1981,6,39.47335261
Other Pen. States,1982,6,175.5578059
Other Pen. States,1983,6,132.5601416
Other Pen. States,1984,6,119.4729014
Other Pen. States,1985,6,45.37311203
Other Pen. States,1986,6,117.217868
Other Pen. States,1987,6,161.8116378
Other Pen. States,1988,6,164.3088056
Other Pen. States,1989,6,104.414633
Other Pen. States,1990,6,72.50492055
Other Pen. States,1991,6,108.2674512
Other Pen. States,1992,6,142.2582936
Other Pen. States,1993,6,151.4336839
Other Pen. States,1994,6,225.5687538
Other Pen. States,1995,6,167.8281479
Other Pen. States,1996,6,144.7927474
Other Pen. States,1997,6,104.4242842
Other Pen. States,1998,6,154.3596809
Other Pen. States,1999,6,83.85863643
Other Pen. States,2000,6,168.7802246
Other Pen. States,2001,6,119.6246355
Other Pen. States,2002,6,128.8755076
Other Pen. States,2003,6,151.5014232
Other Pen. States,2004,6,122.9917001
Other Pen. States,2005,6,159.9027274
Other Pen. States,2006,6,165.1019402
Other Pen. States,2007,6,181.0945386
Other Pen. States,2008,6,206.3780771
Other Pen. States,2009,6,122.3980594
Other Pen. States,2010,6,186.7145206
Other Pen. States,2011,6,146.8438115
Other Pen. States,2012,6,76.75673746
Other Pen. States,2013,6,94.21600793
Other Pen. States,2014,6,74.63062783
Other Pen. States,2015,6,150.5522389
Other Pen. States,2016,6,204.2950598
Other Pen. States,2017,6,167.5234012
Other Pen. States,2018,6,0.0
Other Pen. States,2019,6,0.0
Other Pen. States,2020,6,0.0
Peninsula,1980,6,130.5917371
Peninsula,1981,6,78.32795956
Peninsula,1982,6,130.4517401
Peninsula,1983,6,129.7848215
Peninsula,1984,6,123.2701494
Peninsula,1985,6,45.41340527
Peninsula,1986,6,117.2416091
Peninsula,1987,6,125.5096752
Peninsula,1988,6,180.0413144
Peninsula,1989,6,117.6129211
Peninsula,1990,6,103.430257
Peninsula,1991,6,107.6022675
Peninsula,1992,6,108.6807647
Peninsula,1993,6,120.3175163
Peninsula,1994,6,162.4709507
Peninsula,1995,6,207.849639
Peninsula,1996,6,161.4597447
Peninsula,1997,6,107.2382021
Peninsula,1998,6,118.3076335
Peninsula,1999,6,109.521308
Peninsula,2000,6,158.2359351
Peninsula,2001,6,95.8234626
Peninsula,2002,6,109.5368521
Peninsula,2003,6,183.9740714
Peninsula,2004,6,97.29630228
Peninsula,2005,6,124.6263793
Peninsula,2006,6,169.8220482
Peninsula,2007,6,183.9290776
Peninsula,2008,6,173.1662086
Peninsula,2009,6,110.5233714
Peninsula,2010,6,173.2849202
Peninsula,2011,6,136.4090453
Peninsula,2012,6,67.07495773
Peninsula,2013,6,82.17419121
Peninsula,2014,6,98.24765458
Peninsula,2015,6,141.5249838
Peninsula,2016,6,129.6805635
Peninsula,2017,6,129.2187694
Peninsula,2018,6,0.0
Peninsula,2019,6,0.0
Peninsula,2020,6,0.0
Sabah,1980,6,216.7111111
Sabah,1981,6,220.0222222
Sabah,1982,6,132.46
Sabah,1983,6,237.125
Sabah,1984,6,221.725
Sabah,1985,6,109.05
Sabah,1986,6,173.71
Sabah,1987,6,189.22
Sabah,1988,6,232.045
Sabah,1989,6,236.51
Sabah,1990,6,232.855
Sabah,1991,6,217.73
Sabah,1992,6,118.465
Sabah,1993,6,86.96
Sabah,1994,6,288.905
Sabah,1995,6,177.42
Sabah,1996,6,177.795
Sabah,1997,6,65.815
Sabah,1998,6,153.345
Sabah,1999,6,205.06
Sabah,2000,6,230.22
Sabah,2001,6,115.355
Sabah,2002,6,203.76
Sabah,2003,6,226.27
Sabah,2004,6,147.565
Sabah,2005,6,163.6
Sabah,2006,6,242.03
Sabah,2007,6,193.2
Sabah,2008,6,188.67
Sabah,2009,6,141.34
Sabah,2010,6,190.783
Sabah,2011,6,213.22
Sabah,2012,6,117.49
Sabah,2013,6,175.61
Sabah,2014,6,150.33
Sabah,2015,6,116.31
Sabah,2016,6,219.34
Sabah,2017,6,294.075
Sabah,2018,6,0.0
Sabah,2019,6,0.0
Sabah,2020,6,0.0
Sarawak,1980,6,268.1625
Sarawak,1981,6,148.425
Sarawak,1982,6,124.7625
Sarawak,1983,6,263.55
Sarawak,1984,6,194.43
Sarawak,1985,6,127.62
Sarawak,1986,6,243.76
Sarawak,1987,6,230.63
Sarawak,1988,6,143.17
Sarawak,1989,6,155.75
Sarawak,1990,6,130.24
Sarawak,1991,6,252.09
Sarawak,1992,6,244.23
Sarawak,1993,6,153.56
Sarawak,1994,6,280.59
Sarawak,1995,6,210.17
Sarawak,1996,6,269.06
Sarawak,1997,6,176.34
Sarawak,1998,6,289.28
Sarawak,1999,6,218.02
Sarawak,2000,6,262.07
Sarawak,2001,6,165.35
Sarawak,2002,6,211.41
Sarawak,2003,6,207.22
Sarawak,2004,6,138.76
Sarawak,2005,6,273.96
Sarawak,2006,6,202.4
Sarawak,2007,6,391.26
Sarawak,2008,6,241.78
Sarawak,2009,6,183.34
Sarawak,2010,6,241.24
Sarawak,2011,6,284.06
Sarawak,2012,6,152.86
Sarawak,2013,6,141.42
Sarawak,2014,6,134.56
Sarawak,2015,6,207.02
Sarawak,2016,6,225.68
Sarawak,2017,6,211.92
Sarawak,2018,6,0.0
Sarawak,2019,6,0.0
Sarawak,2020,6,0.0
Johor,1980,7,140.7
Johor,1981,7,134.6
Johor,1982,7,158.6666667
Johor,1983,7,170.0666667
Johor,1984,7,142.2
Johor,1985,7,153.7333333
Johor,1986,7,103.5
Johor,1987,7,196.5666667
Johor,1988,7,168.7666667
Johor,1989,7,147.9
Johor,1990,7,210.0666667
Johor,1991,7,115.3666667
Johor,1992,7,197.4083333
Johor,1993,7,192.65
Johor,1994,7,89.025
Johor,1995,7,206.55
Johor,1996,7,139.025
Johor,1997,7,94.6
Johor,1998,7,168.925
Johor,1999,7,148.975
Johor,2000,7,165.325
Johor,2001,7,118.55
Johor,2002,7,182.625
Johor,2003,7,164.325
Johor,2004,7,230.025
Johor,2005,7,169.975
Johor,2006,7,170.75
Johor,2007,7,189.45
Johor,2008,7,229.35
Johor,2009,7,143.4
Johor,2010,7,176.7
Johor,2011,7,119.1
Johor,2012,7,160.75
Johor,2013,7,85.7
Johor,2014,7,152.8
Johor,2015,7,155.55
Johor,2016,7,74.15
Johor,2017,7,107.55
Johor,2018,7,0.0
Johor,2019,7,0.0
Johor,2020,7,0.0
Pahang,1980,7,192.5625
Pahang,1981,7,105.9875
Pahang,1982,7,97.98125
Pahang,1983,7,138.8875
Pahang,1984,7,234.4615385
Pahang,1985,7,107.0153846
Pahang,1986,7,67.39230769
Pahang,1987,7,136.6769231
Pahang,1988,7,70.66153846
Pahang,1989,7,168.8230769
Pahang,1990,7,157.1
Pahang,1991,7,136.6923077
Pahang,1992,7,136.9384615
Pahang,1993,7,132.0153846
Pahang,1994,7,23.26923077
Pahang,1995,7,53.80769231
Pahang,1996,7,129.5
Pahang,1997,7,88.36923077
Pahang,1998,7,225.3538462
Pahang,1999,7,133.5
Pahang,2000,7,89.66153846
Pahang,2001,7,85.48461538
Pahang,2002,7,110.3846154
Pahang,2003,7,181.1846154
Pahang,2004,7,116.6615385
Pahang,2005,7,120.6769231
Pahang,2006,7,105.2666667
Pahang,2007,7,178.7333333
Pahang,2008,7,168.9
Pahang,2009,7,76.93333333
Pahang,2010,7,185.3333333
Pahang,2011,7,110.5
Pahang,2012,7,120.2666667
Pahang,2013,7,189.1
Pahang,2014,7,96.6
Pahang,2015,7,112.8666667
Pahang,2016,7,139.3333334
Pahang,2017,7,125.4666667
Pahang,2018,7,0.0
Pahang,2019,7,0.0
Pahang,2020,7,0.0
Perak,1980,7,236.2
Perak,1981,7,72.925
Perak,1982,7,229.075
Perak,1983,7,176.125
Perak,1984,7,217.0777778
Perak,1985,7,82.34444444
Perak,1986,7,110.7555556
Perak,1987,7,108.8777778
Perak,1988,7,133.0111111
Perak,1989,7,88.34444444
Perak,1990,7,107.8222222
Perak,1991,7,150.7444444
Perak,1992,7,119.3333333
Perak,1993,7,179.31
Perak,1994,7,27.8
Perak,1995,7,108.81
Perak,1996,7,147.58
Perak,1997,7,124.81
Perak,1998,7,139.76
Perak,1999,7,125.24
Perak,2000,7,63.36
Perak,2001,7,91.33
Perak,2002,7,69.08
Perak,2003,7,173.17
Perak,2004,7,165.55
Perak,2005,7,148.89
Perak,2006,7,112.0
Perak,2007,7,204.24
Perak,2008,7,228.04
Perak,2009,7,170.66
